,sign,freq,city,format,state,geometry
17221,WJQK,99.30000000000015,"Zeeland, MI",Christian Contemporary,MI,
17222,WJQM,93.10000000000007,"De Forest, WI",Hip-Hop,WI,
17223,WJQQ,97.10000000000012,"Somerset, KY",Classic Rock,KY,
17224,WJQX,100.50000000000017,"Helena, AL",Sports,AL,
17225,WJQY,101.10000000000018,"Wilson, NC",Religious,NC,
17226,WJQZ,103.50000000000021,"Wellsville, NY",Oldies,NY,
17227,WJRB,95.1000000000001,"Young Harris, GA",News/Talk,GA,
17228,WJRC,90.90000000000003,"Lewistown, PA",Christian Contemporary,PA,
17229,WJRE,102.5000000000002,"Galva, IL",Country,IL,
17230,WJRF,89.50000000000001,"Duluth, MN",Christian Contemporary,MN,
17231,WJRH,104.90000000000023,"Easton, PA",College,PA,
17232,WJRL,100.50000000000017,"Slocomb, AL",Rock,AL,
17233,WJRP,107.70000000000027,"Calhoun, GA",Christian Contemporary,GA,
17234,WJRQ,99.90000000000016,"Poinciana, FL",Variety,FL,
17235,WJRR,101.10000000000018,"Cocoa Beach, FL",Rock,FL,
17236,WJRS,104.90000000000023,"Jamestown, KY",Country,KY,
17237,WJRZ,100.10000000000016,"Manahawkin, NJ",Classic Hits,NJ,
17238,WJSA,96.30000000000011,"Jersey Shore, PA",Religious,PA,
17239,WJSC,90.70000000000003,"Johnson, VT",College,VT,
17240,WJSG,104.30000000000022,"Hamlet, NC",Religious,NC,
17241,WJSH,104.70000000000023,"Folsom, LA",Classic Country,LA,
17242,WJSI,91.70000000000005,"Wilmington, NC",Religious,NC,
17243,WJSM,92.70000000000006,"Martinsburg, PA",Religious,PA,
17244,WJSN,97.30000000000013,"Jackson, KY",Country,KY,
17245,WJSO,90.10000000000002,"Pikeville, KY",Religious,KY,
17246,WJSP,88.1,"Warm Springs, GA",Public Radio,GA,
17247,WJSQ,101.70000000000019,"Athens, TN",Country,TN,
17248,WJSR,100.90000000000018,"Lakeside, VA",Classic Hits,VA,
17249,WJSS,103.10000000000021,"Wilmington, NC",Religious,NC,
17250,WJST,102.1000000000002,"Sylvester, GA",Adult Hits,GA,
17251,WJSU,88.5,"Jackson, MS",Jazz,MS,
17252,WJSV,90.50000000000003,"Morristown, NJ",Grade School (K-12),NJ,
17253,WJSY,96.10000000000011,"Newport, VT",Religious,VT,
17254,WJSZ,92.50000000000006,"Ashley, MI",Adult Contemporary,MI,
17255,WJTA,88.9,"Glandorf, OH",Religious,OH,
17256,WJTB,95.3000000000001,"South Congaree, SC",Religious,SC,
17257,WJTE,98.50000000000014,"East Berstadt, KY",Gospel Music,KY,
17258,WJTF,89.90000000000002,"Panama City, FL",Religious,FL,
17259,WJTG,91.30000000000004,"Fort Valley, GA",Religious,GA,
17260,WJTK,96.50000000000011,"Columbia City, FL",News/Talk,FL,
17261,WJTL,90.30000000000003,"Lancaster, PA",Christian Contemporary,PA,
17262,WJTQ,100.70000000000017,"Pensacola, FL",Classic Hits,FL,
17263,WJTR,102.7000000000002,"Ashburn, GA",Religious,GA,
17264,WJTT,94.30000000000008,"Red Bank, TN",Hip-Hop,TN,
17265,WJTY,88.1,"Lancaster, WI",Religious,WI,
17266,WJUC,107.30000000000027,"Swanton, OH",Urban Contemporary,OH,
17267,WJUF,90.10000000000002,"Inverness, FL",Public Radio,FL,
17268,WJUI,104.70000000000023,"Ramtown, NJ",Religious,NJ,
17269,WJUK,105.70000000000024,"Plymouth, IN",Oldies,IN,
17270,WJUV,88.3,"Cullman, AL",Religious,AL,
17271,WJUX,99.70000000000016,"South Fallsburg, NY",Religious,NY,
17272,WJVA,106.50000000000026,"Portsmouth, VA",Variety,VA,
17273,WJVC,96.10000000000011,"Center Moriches, NY",Country,NY,
17274,WJVE,97.10000000000012,"Debary, FL",Spanish Christian,FL,
17275,WJVG,96.70000000000012,"Columbus, OH",Religious,OH,
17276,WJVK,91.70000000000005,"Owensboro, KY",Christian Contemporary,KY,
17277,WJVL,99.90000000000016,"Janesville, WI",Country,WI,
17278,WJVM,90.30000000000003,"Bellefonte, PA",Religious,PA,
17279,WJVO,105.50000000000024,"South Jacksonville, IL",Country,IL,
17280,WJVP,89.30000000000001,"Culebra, PR",Spanish Christian,PR,
17281,WJVQ,94.70000000000009,"Poughkeepsie, NY",Religious,NY,
17282,WJVR,101.90000000000019,"Iron Gate, VA",Classic Rock,VA,
17283,WJWA,91.50000000000004,"Evansville, IN",Christian Contemporary,IN,
17284,WJWC,97.30000000000013,"Grand Rapids, MI",Urban Contemporary,MI,
17285,WJWD,90.30000000000003,"Marshall, WI",Religious,WI,
17286,WJWJ,89.90000000000002,"Beaufort, SC",Public Radio,SC,
17287,WJWR,90.30000000000003,"Bloomington, IL",Religious,IL,
17288,WJWS,93.70000000000007,"Jasper, IN",Alternative,IN,
17289,WJWT,91.70000000000005,"Gardner, MA",Christian Contemporary,MA,
17290,WJWV,90.90000000000003,"Fort Gaines, GA",Public Radio,GA,
17291,WJWY,92.30000000000005,"Wauchula, FL",Religious,FL,
17292,WJWZ,97.90000000000013,"Wetumpka, AL",Hip-Hop,AL,
17293,WJXA,92.90000000000006,"Nashville, TN",Adult Contemporary,TN,
17294,WJXB,97.50000000000013,"Knoxville, TN",Adult Contemporary,TN,
17295,WJXC,107.90000000000028,"Jackson, MS",Religious,MS,
17296,WJXI,96.30000000000011,"Jacksonville, AL",Travelers' Information,AL,
17297,WJXL,92.50000000000006,"Jacksonville Beach, FL",Sports,FL,
17298,WJXM,95.1000000000001,"Marion, MS",Hip-Hop,MS,
17299,WJXN,100.90000000000018,"Utica, MS",Christian Contemporary,MS,
17300,WJXQ,106.10000000000025,"Charlotte, MI",Rock,MI,
17301,WJXR,92.10000000000005,"Macclenny, FL",Tropical,FL,
17302,WJYC,105.30000000000024,"Terryville, CT",Religious,CT,
17303,WJYD,106.30000000000025,"London, OH",Gospel Music,OH,
17304,WJYJ,88.1,"Hickory, NC",Gospel Music,NC,
17305,WJYN,98.50000000000014,"North Philadelphia, PA",Variety,PA,
17306,WJYO,91.50000000000004,"Fort Myers, FL",Religious,FL,
17307,WJYW,88.9,"Union City, IN",Christian Contemporary,IN,
17308,WJYY,105.50000000000024,"Concord, NH",Hot AC,NH,
17309,WJZ,105.70000000000024,"Catonsville, MD",Sports,MD,
17310,WJZB,88.7,"Starkville, MS",Religious,MS,
17311,WJZD,94.50000000000009,"Long Beach, MS",Urban Contemporary,MS,
17312,WJZE,97.30000000000013,"Oak Harbor, OH",Hip-Hop,OH,
17313,WJZK,97.30000000000013,"Fort Walton Beach, FL",Smooth Jazz,FL,
17314,WJZM,105.10000000000024,"Waverly, TN",Adult Contemporary,TN,
17315,WJZP,107.90000000000028,"Portland, ME",Jazz,ME,
17316,WJZQ,92.90000000000006,"Cadillac, MI",Hot AC,MI,
17317,WJZS,106.10000000000025,"Live Oak, FL",Sports,FL,
17318,WJZZ,88.1,"Montgomery, NY",Dance,NY,
17319,WKAA,99.50000000000016,"Willacoochee, GA",Country,GA,
17320,WKAD,93.70000000000007,"Harrietta, MI",Sports,MI,
17321,WKAI,100.10000000000016,"Macomb, IL",Top-40,IL,
17322,WKAK,104.50000000000023,"Albany, GA",Country,GA,
17323,WKAO,91.10000000000004,"Ashland, KY",Christian Contemporary,KY,
17324,WKAQ,104.70000000000023,"San Juan, PR",Spanish Hits,PR,
17325,WKAR,90.50000000000003,"East Lansing, MI",Classical,MI,
17326,WKAY,105.30000000000024,"Knoxville, IL",Adult Contemporary,IL,
17327,WKBB,100.90000000000018,"Mantee, MS",Talk,MS,
17328,WKBC,97.30000000000013,"North Wilkesboro, NC",Adult Contemporary,NC,
17329,WKBE,107.10000000000026,"Corinth, NY",Country,NY,
17330,WKBH,102.7000000000002,"Onalaska, WI",Classic Rock,WI,
17331,WKBI,93.90000000000008,"Saint Marys, PA",Hot AC,PA,
17332,WKBP,95.9000000000001,"Benton, PA",Christian Contemporary,PA,
17333,WKBQ,93.50000000000007,"Covington, TN",Country,TN,
17334,WKBR,102.3000000000002,"Town of Highlands, NY",Religious,NY,
17335,WKBU,95.7000000000001,"New Orleans, LA",Classic Rock,LA,
17336,WKBX,106.30000000000025,"Kingsland, GA",Country,GA,
17337,WKCA,97.70000000000013,"Salt Lick, KY",Country,KY,
17338,WKCB,107.10000000000026,"Hindman, KY",Adult Contemporary,KY,
17339,WKCC,90.50000000000003,"Columbus, GA",Christian Contemporary,GA,
17340,WKCD,90.30000000000003,"Cedarville, OH",Christian Contemporary,OH,
17341,WKCG,99.10000000000015,"Dothan, AL",Urban Contemporary,AL,
17342,WKCH,106.50000000000026,"Whitewater, WI",Classic Country,WI,
17343,WKCI,101.30000000000018,"Hamden, CT",Top-40,CT,
17344,WKCJ,93.30000000000007,"White Sulphur Springs, WV",Classic Hits,WV,
17345,WKCL,91.50000000000004,"Ladson, SC",Religious,SC,
17346,WKCN,99.30000000000015,"Fort Moore, GA",Country,GA,
17347,WKCO,91.90000000000005,"Gambier, OH",College,OH,
17348,WKCQ,98.10000000000014,"Saginaw, MI",Country,MI,
17349,WKCR,89.90000000000002,"New York, NY",College,NY,
17350,WKCS,91.10000000000004,"Knoxville, TN",Grade School (K-12),TN,
17351,WKCV,103.50000000000021,"La Plume, PA",College,PA,
17352,WKCX,89.10000000000001,"Crittenden, KY",Religious,KY,
17353,WKCY,104.30000000000022,"Harrisonburg, VA",Country,VA,
17354,WKDB,95.3000000000001,"Laurel, DE",Spanish Hits,DE,
17355,WKDD,98.10000000000014,"Munroe Falls, OH",Hot AC,OH,
17356,WKDE,105.50000000000024,"Altavista, VA",Classic Country,VA,
17357,WKDF,103.30000000000021,"Nashville, TN",Country,TN,
17358,WKDJ,96.50000000000011,"Clarksdale, MS",Gospel Music,MS,
17359,WKDL,104.90000000000023,"Brockport, NY",Christian Contemporary,NY,
17360,WKDO,98.70000000000014,"Liberty, KY",Classic Country,KY,
17361,WKDP,99.50000000000016,"Corbin, KY",Country,KY,
17362,WKDQ,99.50000000000016,"Henderson, KY",Country,KY,
17363,WKDS,89.90000000000002,"Kalamazoo, MI",Classical,MI,
17364,WKDU,91.70000000000005,"Philadelphia, PA",College,PA,
17365,WKDW,97.50000000000013,"North Port, FL",Variety,FL,
17366,WKDZ,106.50000000000026,"Cadiz, KY",Country,KY,
17367,WKEA,98.30000000000014,"Scottsboro, AL",Country,AL,
17368,WKEB,99.30000000000015,"Medford, WI",Hot AC,WI,
17369,WKEE,100.50000000000017,"Huntington, WV",Top-40,WV,
17370,WKEK,89.10000000000001,"Gunflint Lake, MN",Public Radio,MN,
17371,WKEL,88.1,"Webster, NY",Christian Contemporary,NY,
17372,WKEM,98.50000000000014,"Montgomery, AL",Urban Contemporary,AL,
17373,WKEN,88.5,"Kenton, OH",Christian Contemporary,OH,
17374,WKER,91.10000000000004,"McCormick, SC",Religious,SC,
17375,WKES,91.10000000000004,"Lakeland, FL",Religious,FL,
17376,WKET,98.30000000000014,"Kettering, OH",Grade School (K-12),OH,
17377,WKEU,88.9,"The Rock, GA",Classic Hits,GA,
17378,WKEY,93.70000000000007,"Key West, FL",Classic Hits,FL,
17379,WKEZ,96.90000000000012,"Tavernier, FL",News/Talk,FL,
17380,WKFA,89.30000000000001,"Saint Catherine, FL",Religious,FL,
17381,WKFC,101.90000000000019,"North Corbin, KY",Adult Contemporary,KY,
17382,WKFF,102.1000000000002,"Sardis, MS",Christian Contemporary,MS,
17383,WKFM,96.10000000000011,"Huron, OH",Country,OH,
17384,WKFR,103.30000000000021,"Battle Creek, MI",Top-40,MI,
17385,WKFS,107.10000000000026,"Milford, OH",Top-40,OH,
17386,WKFT,101.30000000000018,"Strattanville, PA",Classic Country,PA,
17387,WKFV,107.30000000000027,"Clinton, NC",Christian Contemporary,NC,
17388,WKFX,99.10000000000015,"Rice Lake, WI",Classic Hits,WI,
17389,WKFY,101.50000000000018,"East Harwich, MA",Adult Contemporary,MA,
17390,WKGA,97.50000000000013,"Goodwater, AL",Country,AL,
17391,WKGB,92.50000000000006,"Conklin, NY",Rock,NY,
17392,WKGC,90.70000000000003,"Panama City, FL",Public Radio,FL,
17393,WKGF,101.30000000000018,"Grenada, MS",Christian Contemporary,MS,
17394,WKGG,90.90000000000003,"Bolton, CT",Unknown Format,CT,
17395,WKGI,91.50000000000004,"Deer Park, MD",Unknown Format,MD,
17396,WKGL,96.70000000000012,"Loves Park, IL",Classic Rock,IL,
17397,WKGO,88.1,"Murrysville, PA",Easy Listening,PA,
17398,WKGQ,88.7,"Connellsville, PA",Unknown Format,PA,
17399,WKGR,98.70000000000014,"Wellington, FL",Classic Rock,FL,
17400,WKGS,106.70000000000026,"Irondequoit, NY",Top-40,NY,
17401,WKGT,104.70000000000023,"North Adams, MA",Religious,MA,
17402,WKGV,104.10000000000022,"Swansboro, NC",Christian Contemporary,NC,
17403,WKGW,91.70000000000005,"Kingston, NY",Christian Contemporary,NY,
17404,WKHC,97.10000000000012,"Hatteras, NC",Christian Contemporary,NC,
17405,WKHF,93.70000000000007,"Lynchburg, VA",Religious,VA,
17406,WKHG,104.90000000000023,"Leitchfield, KY",Adult Contemporary,KY,
17407,WKHI,94.50000000000009,"Newark, MD",Classic Hits,MD,
17408,WKHJ,104.50000000000023,"Mountain Lake Park, MD",Adult Contemporary,MD,
17409,WKHK,95.3000000000001,"Colonial Heights, VA",Country,VA,
17410,WKHL,92.10000000000005,"Palmyra, PA",Christian Contemporary,PA,
17411,WKHM,105.30000000000024,"Brooklyn, MI",Top-40,MI,
17412,WKHQ,105.90000000000025,"Charlevoix, MI",Top-40,MI,
17413,WKHR,91.50000000000004,"Bainbridge, OH",Nostalgia,OH,
17414,WKHS,90.50000000000003,"Worton, MD",Grade School (K-12),MD,
17415,WKHT,104.50000000000023,"Knoxville, TN",Hip-Hop,TN,
17416,WKHV,103.90000000000022,"Kingston, NY",Religious,NY,
17417,WKHW,88.5,"Halifax, PA",Christian Contemporary,PA,
17418,WKHX,101.50000000000018,"Marietta, GA",Country,GA,
17419,WKHY,93.50000000000007,"Lafayette, IN",Rock,IN,
17420,WKIB,96.50000000000011,"Anna, IL",Top-40,IL,
17421,WKID,95.9000000000001,"Vevay, IN",Religious,IN,
17422,WKIH,90.30000000000003,"Twin City, GA",Christian Contemporary,GA,
17423,WKIK,102.9000000000002,"California, MD",Country,MD,
17424,WKIL,93.50000000000007,"Elkhart, IN",Gospel Music,IN,
17425,WKIM,98.90000000000015,"Munford, TN",News/Talk,TN,
17426,WKIO,105.50000000000024,"Monticello, IL",Classic Rock,IL,
17427,WKIS,99.90000000000016,"Boca Raton, FL",Country,FL,
17428,WKIT,100.30000000000017,"Brewer, ME",Classic Rock,ME,
17429,WKIU,94.70000000000009,"Tupelo, MS",Gospel Music,MS,
17430,WKIV,88.1,"Westerly, RI",Christian Contemporary,RI,
17431,WKIW,88.3,"Ironwood, MI",Christian Contemporary,MI,
17432,WKIX,102.9000000000002,"Raleigh, NC",Classic Hits,NC,
17433,WKJA,91.90000000000005,"Brunswick, OH",Religious,OH,
17434,WKJC,104.70000000000023,"Tawas City, MI",Country,MI,
17435,WKJD,90.30000000000003,"Columbus, IN",Christian Contemporary,IN,
17436,WKJJ,101.30000000000018,"Milwaukee, WI",Variety,WI,
17437,WKJL,88.1,"Clarksburg, WV",Christian Contemporary,WV,
17438,WKJM,99.30000000000015,"Petersburg, VA",Urban Contemporary,VA,
17439,WKJN,104.90000000000023,"Centreville, MS",Classic Country,MS,
17440,WKJO,102.3000000000002,"Smithfield, NC",Classic Hits,NC,
17441,WKJQ,97.30000000000013,"Parsons, TN",Country,TN,
17442,WKJS,105.70000000000024,"Richmond, VA",Urban Contemporary,VA,
17443,WKJT,102.3000000000002,"Teutopolis, IL",Country,IL,
17444,WKJX,96.70000000000012,"Elizabeth City, NC",Hot AC,NC,
17445,WKJY,98.30000000000014,"Hempstead, NY",Adult Contemporary,NY,
17446,WKJZ,94.90000000000009,"Hillman, MI",Classic Hits,MI,
17447,WKKB,100.30000000000017,"Middletown, RI",Tropical,RI,
17448,WKKC,89.30000000000001,"Chicago, IL",Urban Contemporary,IL,
17449,WKKF,102.3000000000002,"Ballston Spa, NY",Top-40,NY,
17450,WKKG,101.50000000000018,"Columbus, IN",Country,IN,
17451,WKKI,94.30000000000008,"Celina, OH",Rock,OH,
17452,WKKJ,94.30000000000008,"Chillicothe, OH",Country,OH,
17453,WKKL,90.70000000000003,"West Barnstable, MA",College,MA,
17454,WKKM,91.50000000000004,"Speaker Township, MI",Christian Contemporary,MI,
17455,WKKN,101.90000000000019,"Westminster, VT",Classic Rock,VT,
17456,WKKO,99.90000000000016,"Toledo, OH",Country,OH,
17457,WKKQ,96.10000000000011,"Barbourville, KY",Hot AC,KY,
17458,WKKR,97.70000000000013,"Auburn, AL",Country,AL,
17459,WKKS,104.90000000000023,"Vanceburg, KY",Country,KY,
17460,WKKT,96.90000000000012,"Statesville, NC",Country,NC,
17461,WKKV,100.70000000000017,"Racine, WI",Urban Contemporary,WI,
17462,WKKW,97.90000000000013,"Fairmont, WV",Country,WV,
17463,WKKY,104.70000000000023,"Geneva, OH",Country,OH,
17464,WKKZ,92.70000000000006,"Dublin, GA",Adult Contemporary,GA,
17465,WKLA,96.30000000000011,"Ludington, MI",Top-40,MI,
17466,WKLB,102.5000000000002,"Waltham, MA",Country,MA,
17467,WKLC,105.10000000000024,"Saint Albans, WV",Rock,WV,
17468,WKLD,92.70000000000006,"Bainbridge, GA",Variety,GA,
17469,WKLG,102.1000000000002,"Rock Harbor, FL",Adult Contemporary,FL,
17470,WKLH,96.50000000000011,"Milwaukee, WI",Classic Rock,WI,
17471,WKLI,100.90000000000018,"Albany, NY",Country,NY,
17472,WKLK,96.50000000000011,"Cloquet, MN",Classic Rock,MN,
17473,WKLL,94.90000000000009,"Frankfort, NY",Rock,NY,
17474,WKLM,95.3000000000001,"Millersburg, OH",Adult Contemporary,OH,
17475,WKLN,102.3000000000002,"Wilmington, OH",Christian Contemporary,OH,
17476,WKLO,96.90000000000012,"Hardinsburg, IN",Classic Country,IN,
17477,WKLQ,94.50000000000009,"Holland, MI",Adult Album Alternative,MI,
17478,WKLR,96.50000000000011,"Fort Gregg-Adams, VA",Classic Rock,VA,
17479,WKLS,105.90000000000025,"Southside, AL",Rock,AL,
17480,WKLT,97.50000000000013,"Kalkaska, MI",Classic Rock,MI,
17481,WKLU,101.90000000000019,"Brownsburg, IN",Christian Contemporary,IN,
17482,WKLV,95.5000000000001,"Cleveland, OH",Christian Contemporary,OH,
17483,WKLW,94.70000000000009,"Paintsville, KY",Top-40,KY,
17484,WKLX,100.70000000000017,"Brownsville, KY",Classic Hits,KY,
17485,WKLZ,105.90000000000025,"Syracuse, NY",Christian Contemporary,NY,
17486,WKMD,90.90000000000003,"Madisonville, KY",Public Radio,KY,
17487,WKMH,102.5000000000002,"Hudson, MI",Christian Contemporary,MI,
17488,WKMJ,93.50000000000007,"Hancock, MI",Hot AC,MI,
17489,WKMK,106.30000000000025,"Eatontown, NJ",Country,NJ,
17490,WKML,95.7000000000001,"Lumberton, NC",Country,NC,
17491,WKMM,96.70000000000012,"Kingwood, WV",Country,WV,
17492,WKMO,101.50000000000018,"Vine Grove, KY",Country,KY,
17493,WKMS,91.30000000000004,"Murray, KY",Public Radio,KY,
17494,WKMT,89.50000000000001,"Fulton, KY",Public Radio,KY,
17495,WKMV,88.3,"Muncie, IN",Christian Contemporary,IN,
17496,WKMW,88.7,"Americus, GA",Christian Contemporary,GA,
17497,WKMX,106.70000000000026,"Enterprise, AL",Top-40,AL,
17498,WKMY,99.90000000000016,"Athol, MA",Christian Contemporary,MA,
17499,WKMZ,103.30000000000021,"Salem, WV",News/Talk,WV,
17500,WKNC,88.1,"Raleigh, NC",College,NC,
17501,WKNE,103.70000000000022,"Keene, NH",Hot AC,NH,
17502,WKNG,89.10000000000001,"Heflin, AL",Gospel Music,AL,
17503,WKNH,91.30000000000004,"Keene, NH",College,NH,
17504,WKNJ,90.30000000000003,"Union Township, NJ",College,NJ,
17505,WKNK,103.50000000000021,"Callaway, FL",Country,FL,
17506,WKNL,100.90000000000018,"New London, CT",Classic Hits,CT,
17507,WKNN,99.10000000000015,"Pascagoula, MS",Country,MS,
17508,WKNO,91.10000000000004,"Memphis, TN",Public Radio,TN,
17509,WKNP,90.10000000000002,"Jackson, TN",Public Radio,TN,
17510,WKNS,90.30000000000003,"Kinston, NC",Classical,NC,
17511,WKNT,104.30000000000022,"Kingston, TN",Classic Country,TN,
17512,WKNU,106.30000000000025,"Brewton, AL",Country,AL,
17513,WKNZ,88.7,"Harrington, DE",Christian Contemporary,DE,
17514,WKOA,105.30000000000024,"Lafayette, IN",Country,IN,
17515,WKOE,106.30000000000025,"North Cape May, NJ",Country,NJ,
17516,WKOL,105.10000000000024,"Plattsburgh, NY",Classic Hits,NY,
17517,WKOM,101.70000000000019,"Columbia, TN",Classic Hits,TN,
17518,WKOR,94.90000000000009,"Columbus, MS",Country,MS,
17519,WKOS,104.90000000000023,"Kingsport, TN",Country,TN,
17520,WKOT,102.1000000000002,"Wimauma, FL",Religious,FL,
17521,WKOV,96.70000000000012,"Oak Hill, OH",Adult Contemporary,OH,
17522,WKOY,100.90000000000018,"Princeton, WV",Classic Rock,WV,
17523,WKOZ,98.30000000000014,"Carthage, MS",Oldies,MS,
17524,WKPA,107.90000000000028,"Port Matilda, PA",Christian Contemporary,PA,
17525,WKPB,89.50000000000001,"Henderson, KY",Public Radio,KY,
17526,WKPE,103.90000000000022,"South Yarmouth, MA",Country,MA,
17527,WKPJ,104.50000000000023,"Athens, TN",Religious,TN,
17528,WKPK,88.3,"Michigamme, MI",Christian Contemporary,MI,
17529,WKPL,92.10000000000005,"Ellwood City, PA",Classic Hits,PA,
17530,WKPO,105.90000000000025,"Soldiers Grove, WI",Adult Hits,WI,
17531,WKPQ,105.30000000000024,"Hornell, NY",Country,NY,
17532,WKPS,90.70000000000003,"State College, PA",College,PA,
17533,WKPW,90.70000000000003,"Knightstown, IN",Classic Hits,IN,
17534,WKPX,88.5,"Sunrise, FL",Grade School (K-12),FL,
17535,WKQB,102.9000000000002,"Pocahontas, VA",Adult Hits,VA,
17536,WKQC,104.70000000000023,"Charlotte, NC",Adult Contemporary,NC,
17537,WKQI,95.5000000000001,"Detroit, MI",Top-40,MI,
17538,WKQL,103.30000000000021,"Brookville, PA",Classic Hits,PA,
17539,WKQQ,100.10000000000016,"Winchester, KY",Classic Rock,KY,
17540,WKQR,92.70000000000006,"Mullens, WV",Adult Hits,WV,
17541,WKQS,101.90000000000019,"Negaunee, MI",Adult Contemporary,MI,
17542,WKQV,105.50000000000024,"Cowen, WV",Classic Rock,WV,
17543,WKQX,101.10000000000018,"Chicago, IL",Alternative,IL,
17544,WKQY,100.10000000000016,"Tazewell, VA",Religious,VA,
17545,WKQZ,93.30000000000007,"Midland, MI",Rock,MI,
17546,WKRA,92.70000000000006,"Holly Springs, MS",Urban Contemporary,MS,
17547,WKRB,90.30000000000003,"Brooklyn, NY",College,NY,
17548,WKRE,88.1,"Argo, AL",Religious,AL,
17549,WKRF,107.90000000000028,"Tobyhanna, PA",Top-40,PA,
17550,WKRH,106.50000000000026,"Fair Haven, NY",Rock,NY,
17551,WKRI,95.9000000000001,"Richmond, KY",Oldies,KY,
17552,WKRJ,91.50000000000004,"New Philadelphia, OH",Public Radio,OH,
17553,WKRK,92.30000000000005,"Cleveland Heights, OH",Sports,OH,
17554,WKRL,100.90000000000018,"North Syracuse, NY",Rock,NY,
17555,WKRO,93.10000000000007,"Port Orange, FL",Country,FL,
17556,WKRP,101.90000000000019,"Raleigh, NC",Variety,NC,
17557,WKRQ,101.90000000000019,"Cincinnati, OH",Top-40,OH,
17558,WKRR,92.30000000000005,"Asheboro, NC",Classic Rock,NC,
17559,WKRT,89.30000000000001,"Richmond, IN",Christian Contemporary,IN,
17560,WKRU,106.70000000000026,"Allouez, WI",Classic Rock,WI,
17561,WKRV,107.10000000000026,"Vandalia, IL",Classic Hits,IL,
17562,WKRW,89.30000000000001,"Wooster, OH",Public Radio,OH,
17563,WKRX,96.70000000000012,"Roxboro, NC",Country,NC,
17564,WKRY,88.1,"Versailles, IN",Gospel Music,IN,
17565,WKRZ,98.50000000000014,"Freeland, PA",Top-40,PA,
17566,WKSB,102.7000000000002,"Williamsport, PA",Hot AC,PA,
17567,WKSC,103.50000000000021,"Chicago, IL",Top-40,IL,
17568,WKSD,99.70000000000016,"Paulding, OH",Classic Hits,OH,
17569,WKSE,98.50000000000014,"Niagara Falls, NY",Top-40,NY,
