,sign,freq,city,format,state,geometry
16824,WIAL,94.10000000000008,"Elk Mound, WI",Hot AC,WI,
16825,WIAM,101.10000000000018,"Knoxville, TN",Religious,TN,
16826,WIBA,101.50000000000018,"Sauk City, WI",Classic Rock,WI,
16827,WIBB,97.90000000000013,"Fort Valley, GA",Hip-Hop,GA,
16828,WIBC,93.10000000000007,"Indianapolis, IN",News/Talk,IN,
16829,WIBD,92.70000000000006,"Kewaunee, WI",Regional Mexican,WI,
16830,WIBF,92.50000000000006,"Mexico, PA",Country,PA,
16831,WIBG,94.30000000000008,"Avalon, NJ",Classic Hits,NJ,
16832,WIBI,91.10000000000004,"Carlinville, IL",Christian Contemporary,IL,
16833,WIBL,107.70000000000027,"Fairbury, IL",Country,IL,
16834,WIBN,98.10000000000014,"Earl Park, IN",Classic Hits,IN,
16835,WIBT,97.90000000000013,"Greenville, MS",Hip-Hop,MS,
16836,WIBV,102.1000000000002,"Mount Vernon, IL",Country,IL,
16837,WIBW,94.50000000000009,"Topeka, KS",Country,KS,
16838,WIBZ,95.5000000000001,"Wedgefield, SC",Adult Hits,SC,
16839,WICA,91.50000000000004,"Traverse City, MI",Public Radio,MI,
16840,WICB,91.70000000000005,"Ithaca, NY",College,NY,
16841,WICE,97.10000000000012,"Hendersonville, NC",Spanish Christian,NC,
16842,WICL,95.9000000000001,"Williamsport, MD",Country,MD,
16843,WICN,90.50000000000003,"Worcester, MA",Jazz,MA,
16844,WICO,101.10000000000018,"Snow Hill, MD",Classic Country,MD,
16845,WICR,88.7,"Indianapolis, IN",Public Radio,IN,
16846,WICU,92.70000000000006,"Lawrence Park, PA",Top-40,PA,
16847,WICX,102.7000000000002,"Concord, NH",Religious,NH,
16848,WIDA,90.50000000000003,"Carolina, PR",Spanish Christian,PR,
16849,WIDE,99.10000000000015,"Madison, WI",Variety,WI,
16850,WIDI,99.50000000000016,"Quebradillas, PR",Classic Hits,PR,
16851,WIDL,92.10000000000005,"Cass City, MI",Classic Rock,MI,
16852,WIDR,89.10000000000001,"Kalamazoo, MI",College,MI,
16853,WIDT,99.70000000000016,"Winter Garden, FL",Caribbean,FL,
16854,WIEB,102.9000000000002,"Ocala, FL",Spanish Christian,FL,
16855,WIEC,102.7000000000002,"Eau Claire, WI",Variety,WI,
16856,WIEH,99.10000000000015,"Marietta, GA",Spanish Christian,GA,
16857,WIFC,95.5000000000001,"Wausau, WI",Top-40,WI,
16858,WIFE,94.30000000000008,"Rushville, IN",Country,IN,
16859,WIFF,90.10000000000002,"Windsor, NY",Religious,NY,
16860,WIFM,100.90000000000018,"Elkin, NC",Adult Contemporary,NC,
16861,WIFO,105.50000000000024,"Jesup, GA",Country,GA,
16862,WIFT,102.1000000000002,"Du Bois, PA",Country,PA,
16863,WIFX,94.30000000000008,"Jenkins, KY",Hot AC,KY,
16864,WIFY,93.70000000000007,"Addison, VT",Adult Album Alternative,VT,
16865,WIGH,88.7,"Jackson, TN",Religious,TN,
16866,WIGO,104.90000000000023,"White Stone, VA",Country,VA,
16867,WIGS,96.50000000000011,"Jellico, TN",Religious,TN,
16868,WIGV,96.50000000000011,"Providence, RI",Spanish Christian,RI,
16869,WIGW,90.30000000000003,"Eustis, FL",Religious,FL,
16870,WIGY,100.70000000000017,"Mexico, ME",Country,ME,
16871,WIHB,96.50000000000011,"Gray, GA",Country,GA,
16872,WIHC,97.90000000000013,"Newberry, MI",Religious,MI,
16873,WIHE,101.30000000000018,"Liberty, KY",Variety,KY,
16874,WIHG,105.70000000000024,"Rockwood, TN",Classic Hits,TN,
16875,WIHM,88.1,"Harrisburg, IL",Religious,IL,
16876,WIHR,94.10000000000008,"Jamestown, NY",Religious,NY,
16877,WIHS,104.90000000000023,"Middletown, CT",Religious,CT,
16878,WIHT,99.50000000000016,"Washington, DC",Top-40,DC,
16879,WIHW,96.10000000000011,"Dover, DE",Religious,DE,
16880,WIID,88.1,"Rodanthe, NC",Adult Contemporary,NC,
16881,WIII,99.90000000000016,"Cortland, NY",Classic Rock,NY,
16882,WIIL,95.1000000000001,"Union Grove, WI",Rock,WI,
16883,WIIS,106.90000000000026,"Key West, FL",Alternative,FL,
16884,WIIT,88.9,"Chicago, IL",College,IL,
16885,WIIZ,97.90000000000013,"Blackville, SC",Hip-Hop,SC,
16886,WIJF,91.70000000000005,"Fort Lauderdale, FL",Unknown Format,FL,
16887,WIJL,100.10000000000016,"Anniston, AL",Religious,AL,
16888,WIJS,94.30000000000008,"Somerset, KY",Spanish Christian,KY,
16889,WIJV,92.70000000000006,"Harriman, TN",Christian Contemporary,TN,
16890,WIKB,99.10000000000015,"Iron River, MI",Classic Hits,MI,
16891,WIKD,102.5000000000002,"Daytona Beach, FL",College,FL,
16892,WIKG,92.10000000000005,"Mercersburg, PA",Classic Hits,PA,
16893,WIKI,95.3000000000001,"Carrollton, KY",Country,KY,
16894,WIKK,103.50000000000021,"Newton, IL",Classic Rock,IL,
16895,WIKL,101.70000000000019,"Elwood, IN",Christian Contemporary,IN,
16896,WIKQ,103.10000000000021,"Tusculum, TN",Country,TN,
16897,WIKS,101.90000000000019,"New Bern, NC",Hip-Hop,NC,
16898,WIKV,89.30000000000001,"Plymouth, IN",Christian Contemporary,IN,
16899,WIKX,92.90000000000006,"Charlotte Harbor, FL",Country,FL,
16900,WIKY,104.10000000000022,"Evansville, IN",Adult Contemporary,IN,
16901,WIKZ,95.1000000000001,"Chambersburg, PA",Hot AC,PA,
16902,WIL,92.30000000000005,"Saint Louis, MO",Country,MO,
16903,WILA,100.10000000000016,"Live Oak, FL",Religious,FL,
16904,WILB,89.50000000000001,"Boardman, OH",Religious,OH,
16905,WILE,97.70000000000013,"Byesville, OH",Nostalgia,OH,
16906,WILF,88.9,"Monroeville, AL",Gospel Music,AL,
16907,WILI,98.30000000000014,"Willimantic, CT",Top-40,CT,
16908,WILK,103.10000000000021,"Avoca, PA",News/Talk,PA,
16909,WILL,90.90000000000003,"Urbana, IL",Classical,IL,
16910,WILN,105.90000000000025,"Panama City, FL",Top-40,FL,
16911,WILP,98.10000000000014,"Cuba, IL",Adult Hits,IL,
16912,WILQ,105.10000000000024,"Williamsport, PA",Country,PA,
16913,WILT,103.70000000000022,"Wrightsville Beach, NC",Adult Contemporary,NC,
16914,WILV,91.10000000000004,"Loves Park, IL",Christian Contemporary,IL,
16915,WILW,96.30000000000011,"Waupaca, WI",Variety,WI,
16916,WILZ,104.50000000000023,"Saginaw, MI",Classic Rock,MI,
16917,WIMB,89.10000000000001,"Murphysboro, IL",Christian Contemporary,IL,
16918,WIMC,103.90000000000022,"Crawfordsville, IN",Classic Rock,IN,
16919,WIMI,99.70000000000016,"Ironwood, MI",Classic Rock,MI,
16920,WIMK,93.10000000000007,"Iron Mountain, MI",Rock,MI,
16921,WIML,100.50000000000017,"Lebanon, TN",Spanish Christian,TN,
16922,WIMM,107.90000000000028,"Owensboro, KY",Religious,KY,
16923,WIMR,96.50000000000011,"McIntosh, FL",Country,FL,
16924,WIMT,102.1000000000002,"Lima, OH",Country,OH,
16925,WIMV,89.30000000000001,"Owingsville, KY",Christian Contemporary,KY,
16926,WIMX,95.7000000000001,"Gibsonburg, OH",Urban Contemporary,OH,
16927,WIMZ,103.50000000000021,"Knoxville, TN",Classic Rock,TN,
16928,WINC,105.50000000000024,"Berryville, VA",Hot AC,VA,
16929,WINF,98.50000000000014,"Delaware, OH",Easy Listening,OH,
16930,WINH,91.90000000000005,"Hinckley, MN",Public Radio,MN,
16931,WINK,96.90000000000012,"Fort Myers, FL",Adult Contemporary,FL,
16932,WINL,98.50000000000014,"Linden, AL",Country,AL,
16933,WINN,104.90000000000023,"Columbus, IN",Hot AC,IN,
16934,WINQ,98.70000000000014,"Winchester, NH",Country,NH,
16935,WINS,92.30000000000005,"New York, NY",News,NY,
16936,WINU,104.90000000000023,"Altamont, NY",Classic Country,NY,
16937,WINX,94.30000000000008,"Saint Michaels, MD",Country,MD,
16938,WIOA,99.90000000000016,"San Juan, PR",Spanish Hits,PR,
16939,WIOB,97.50000000000013,"Mayaguez, PR",Tropical,PR,
16940,WIOC,105.10000000000024,"Ponce, PR",Spanish Hits,PR,
16941,WIOE,101.10000000000018,"South Whitley, IN",Oldies,IN,
16942,WIOF,104.10000000000022,"Woodstock, NY",Variety,NY,
16943,WIOG,102.5000000000002,"Bay City, MI",Top-40,MI,
16944,WIOH,95.9000000000001,"Wilmington, OH",Unknown Format,OH,
16945,WIOK,107.50000000000027,"Falmouth, KY",Gospel Music,KY,
16946,WIOL,95.7000000000001,"Waverly Hall, GA",Sports,GA,
16947,WIOM,101.70000000000019,"Springfield, MA",Adult Contemporary,MA,
16948,WIOP,95.1000000000001,"Shepherdsville, KY",Religious,KY,
16949,WIOQ,102.1000000000002,"Philadelphia, PA",Top-40,PA,
16950,WIOT,104.70000000000023,"Toledo, OH",Rock,OH,
16951,WIOV,105.10000000000024,"Ephrata, PA",Country,PA,
16952,WIOX,91.30000000000004,"Roxbury, NY",Variety,NY,
16953,WIOZ,102.5000000000002,"Southern Pines, NC",Adult Contemporary,NC,
16954,WIP,94.10000000000008,"Philadelphia, PA",Sports,PA,
16955,WIPA,89.30000000000001,"Pittsfield, IL",Public Radio,IL,
16956,WIPK,94.50000000000009,"Calhoun, GA",Hip-Hop,GA,
16957,WIPR,91.30000000000004,"San Juan, PR",Classical,PR,
16958,WIPU,106.30000000000025,"Pembroke Pines, FL",Religious,FL,
16959,WIQH,88.3,"Concord, MA",Grade School (K-12),MA,
16960,WIQI,95.9000000000001,"Watseka, IL",Classic Rock,IL,
16961,WIQO,100.90000000000018,"Forest, VA",News/Talk,VA,
16962,WIQQ,102.1000000000002,"Leland, MS",Top-40,MS,
16963,WIQR,88.7,"Lexington, VA",Public Radio,VA,
16964,WIRC,89.30000000000001,"Ely, MN",Public Radio,MN,
16965,WIRE,91.10000000000004,"Lebanon, IN",Hot AC,IN,
16966,WIRI,105.50000000000024,"Nekoosa, WI",Classic Country,WI,
16967,WIRK,103.10000000000021,"Indiantown, FL",Country,FL,
16968,WIRN,92.50000000000006,"Buhl, MN",Public Radio,MN,
16969,WIRO,106.70000000000026,"Ironton, OH",Christian Contemporary,OH,
16970,WIRQ,90.90000000000003,"Rochester, NY",Grade School (K-12),NY,
16971,WIRR,90.90000000000003,"Virginia-Hibbing, MN",Classical,MN,
16972,WIRX,107.10000000000026,"Saint Joseph, MI",Rock,MI,
16973,WISE,90.50000000000003,"Wise, VA",Public Radio,VA,
16974,WISF,90.70000000000003,"Island Falls, ME",Unknown Format,ME,
16975,WISH,98.90000000000015,"Galatia, IL",Adult Contemporary,IL,
16976,WISK,98.70000000000014,"Americus, GA",Country,GA,
16977,WISM,98.10000000000014,"Altoona, WI",Classic Hits,WI,
16978,WIST,98.30000000000014,"Thomasville, NC",Regional Mexican,NC,
16979,WISU,89.70000000000002,"Terre Haute, IN",Public Radio,IN,
16980,WISY,92.50000000000006,"Black Earth, WI",Variety,WI,
16981,WITB,107.10000000000026,"Benton, KY",Religious,KY,
16982,WITF,89.50000000000001,"Harrisburg, PA",Public Radio,PA,
16983,WITG,104.70000000000023,"Ocala, FL",Classic Hits,FL,
16984,WITH,90.10000000000002,"Ithaca, NY",Adult Album Alternative,NY,
16985,WITL,100.70000000000017,"Lansing, MI",Country,MI,
16986,WITM,88.7,"West Frankfort, IL",Unknown Format,IL,
16987,WITR,89.70000000000002,"Henrietta, NY",College,NY,
16988,WITT,91.90000000000005,"Zionsville, IN",Variety,IN,
16989,WITW,93.50000000000007,"Valparaiso, IN",Christian Contemporary,IN,
16990,WITZ,104.70000000000023,"Jasper, IN",Adult Contemporary,IN,
16991,WIUK,101.30000000000018,"Iuka, MS",Variety,MS,
16992,WIUM,91.30000000000004,"Macomb, IL",Public Radio,IL,
16993,WIUP,90.10000000000002,"Indiana, PA",College,PA,
16994,WIUS,88.3,"Macomb, IL",College,IL,
16995,WIUW,89.50000000000001,"Warsaw, IL",Public Radio,IL,
16996,WIUX,99.10000000000015,"Bloomington, IN",College,IN,
16997,WIVA,100.30000000000017,"Aguadilla, PR",Tropical,PR,
16998,WIVG,96.10000000000011,"Tunica, MS",Christian Contemporary,MS,
16999,WIVH,89.90000000000002,"Christiansted, VI",Religious,VI,
17000,WIVI,102.1000000000002,"Cruz Bay, VI",Classic Hits,VI,
17001,WIVK,107.70000000000027,"Knoxville, TN",Country,TN,
17002,WIVQ,103.30000000000021,"Spring Valley, IL",Top-40,IL,
17003,WIVR,101.70000000000019,"Kentland, IN",Country,IN,
17004,WIVY,96.30000000000011,"Morehead, KY",Classic Hits,KY,
17005,WIWC,91.70000000000005,"Kokomo, IN",Religious,IN,
17006,WIWF,96.90000000000012,"Charleston, SC",Classic Hits,SC,
17007,WIWI,99.70000000000016,"Milwaukee, WI",Spanish,WI,
17008,WIWT,100.10000000000016,"Jackson, MS",Religious,MS,
17009,WIWU,94.30000000000008,"Marion, IN",Christian Contemporary,IN,
17010,WIXL,97.10000000000012,"Madison, WI",Christian Contemporary,WI,
17011,WIXO,105.70000000000024,"Peoria, IL",Rock,IL,
17012,WIXP,106.70000000000026,"Greenville, MS",Gospel Music,MS,
17013,WIXQ,91.70000000000005,"Millersville, PA",College,PA,
17014,WIXV,95.5000000000001,"Savannah, GA",Classic Rock,GA,
17015,WIXX,101.10000000000018,"Green Bay, WI",Top-40,WI,
17016,WIXY,100.30000000000017,"Champaign, IL",Country,IL,
17017,WIYY,97.90000000000013,"Baltimore, MD",Rock,MD,
17018,WIZB,94.30000000000008,"Abbeville, AL",Religious,AL,
17019,WIZF,101.10000000000018,"Erlanger, KY",Hip-Hop,KY,
17020,WIZM,93.30000000000007,"La Crosse, WI",Top-40,WI,
17021,WIZN,106.70000000000026,"Vergennes, VT",Classic Rock,VT,
17022,WIZU,99.90000000000016,"Newark, DE",News/Talk,DE,
17023,WJAA,96.30000000000011,"Austin, IN",Rock,IN,
17024,WJAB,90.90000000000003,"Huntsville, AL",Jazz,AL,
17025,WJAD,103.50000000000021,"Leesburg, GA",Rock,GA,
17026,WJAF,103.70000000000022,"Centralia, IL",Classic Hits,IL,
17027,WJAI,93.90000000000008,"Pearl, MS",Christian Contemporary,MS,
17028,WJAQ,100.90000000000018,"Marianna, FL",Country,FL,
17029,WJAW,100.90000000000018,"McConnelsville, OH",Classic Country,OH,
17030,WJAZ,91.70000000000005,"Summerdale, PA",Public Radio,PA,
17031,WJBD,100.10000000000016,"Salem, IL",Adult Contemporary,IL,
17032,WJBE,88.5,"Five Points, AL",Classic Country,AL,
17033,WJBL,93.10000000000007,"Ladysmith, WI",Classic Hits,WI,
17034,WJBP,91.50000000000004,"Red Bank, TN",Religious,TN,
17035,WJBQ,97.90000000000013,"Portland, ME",Top-40,ME,
17036,WJBT,93.30000000000007,"Callahan, FL",Hip-Hop,FL,
17037,WJBZ,96.30000000000011,"Seymour, TN",Gospel Music,TN,
17038,WJCA,102.1000000000002,"Albion, NY",Religious,NY,
17039,WJCF,102.7000000000002,"Doerun, GA",Religious,GA,
17040,WJCG,89.90000000000002,"Greenville, MI",Religious,MI,
17041,WJCH,91.90000000000005,"Joliet, IL",Religious,IL,
17042,WJCI,102.9000000000002,"Huntington, IN",Religious,IN,
17043,WJCK,88.3,"Piedmont, AL",Religious,AL,
17044,WJCL,96.50000000000011,"Savannah, GA",Country,GA,
17045,WJCO,91.30000000000004,"Montpelier, IN",Religious,IN,
17046,WJCR,90.10000000000002,"Upton, KY",Gospel Music,KY,
17047,WJCS,89.30000000000001,"Allentown, PA",Religious,PA,
17048,WJCT,89.90000000000002,"Jacksonville, FL",Public Radio,FL,
17049,WJCU,88.7,"University Heights, OH",College,OH,
17050,WJCX,99.50000000000016,"Pittsfield, ME",Religious,ME,
17051,WJCY,91.50000000000004,"Cicero, IN",Religious,IN,
17052,WJCZ,91.30000000000004,"Milford, IL",Religious,IL,
17053,WJDB,95.5000000000001,"Thomasville, AL",Country,AL,
17054,WJDK,95.7000000000001,"Seneca, IL",Country,IL,
17055,WJDQ,101.30000000000018,"Meridian, MS",Top-40,MS,
17056,WJDR,98.30000000000014,"Prentiss, MS",Talk,MS,
17057,WJDS,88.7,"Sparta, GA",Spanish Christian,GA,
17058,WJDT,106.50000000000026,"Rogersville, TN",Country,TN,
17059,WJDX,105.10000000000024,"Kosciusko, MS",Hip-Hop,MS,
17060,WJDZ,90.10000000000002,"Pastillo, PR",Spanish Christian,PR,
17061,WJEC,106.50000000000026,"Vernon, AL",Classic Country,AL,
17062,WJED,107.90000000000028,"Guanica, PR",Spanish Hits,PR,
17063,WJEE,90.10000000000002,"Bolivar, OH",Christian Contemporary,OH,
17064,WJEF,91.90000000000005,"Lafayette, IN",Grade School (K-12),IN,
17065,WJEH,93.10000000000007,"Racine, OH",Country,OH,
17066,WJEK,95.3000000000001,"Rantoul, IL",Christian Contemporary,IL,
17067,WJEL,89.30000000000001,"Indianapolis, IN",Grade School (K-12),IN,
17068,WJEN,105.30000000000024,"Killington, VT",Country,VT,
17069,WJEP,91.10000000000004,"Cusseta, GA",Religious,GA,
17070,WJEQ,102.7000000000002,"Macomb, IL",Classic Rock,IL,
17071,WJES,100.90000000000018,"Maysville, GA",Spanish Christian,GA,
17072,WJEV,97.70000000000013,"Dale City, VA",Variety,VA,
17073,WJEW,95.3000000000001,"Miami, FL",Spanish Christian,FL,
17074,WJEZ,98.90000000000015,"Dwight, IL",Classic Hits,IL,
17075,WJFD,97.30000000000013,"New Bedford, MA",Ethnic,MA,
17076,WJFE,88.1,"Nantucket, MA",Spanish Hits,MA,
17077,WJFF,90.50000000000003,"Jeffersonville, NY",Public Radio,NY,
17078,WJFH,91.70000000000005,"Sebring, FL",Religious,FL,
17079,WJFK,106.70000000000026,"Manassas, VA",Sports,VA,
17080,WJFL,101.90000000000019,"Tennille, GA",Adult Contemporary,GA,
17081,WJFM,88.5,"Baton Rouge, LA",Religious,LA,
17082,WJFN,100.50000000000017,"Goochland, VA",Talk,VA,
17083,WJFR,88.7,"Jacksonville, FL",Religious,FL,
17084,WJFS,101.10000000000018,"Gatlinburg, TN",Religious,TN,
17085,WJFT,93.50000000000007,"Sanford, NC",Religious,NC,
17086,WJFU,105.50000000000024,"White Springs, FL",Variety,FL,
17087,WJFX,107.90000000000028,"New Haven, IN",Top-40,IN,
17088,WJFY,104.10000000000022,"Newark, OH",Religious,OH,
17089,WJGA,92.10000000000005,"Jackson, GA",Variety,GA,
17090,WJGG,98.30000000000014,"Thomasville, GA",Religious,GA,
17091,WJGH,95.9000000000001,"Summerfield, FL",Spanish Christian,FL,
17092,WJGK,103.10000000000021,"Newburgh, NY",Adult Contemporary,NY,
17093,WJGL,96.90000000000012,"Jacksonville, FL",Classic Hits,FL,
17094,WJGM,105.70000000000024,"Baldwin, FL",Gospel Music,FL,
17095,WJGO,102.9000000000002,"Tice, FL",Adult Hits,FL,
17096,WJGR,97.10000000000012,"Mobile, AL",College,AL,
17097,WJGS,91.50000000000004,"Norwood, GA",Gospel Music,GA,
17098,WJHC,107.50000000000027,"Jasper, FL",Talk,FL,
17099,WJHF,106.90000000000026,"Florence, AL",Religious,AL,
17100,WJHH,94.10000000000008,"Rice, VA",Religious,VA,
17101,WJHI,98.50000000000014,"Jeffersonville, IN",Grade School (K-12),IN,
17102,WJHM,101.90000000000019,"Daytona Beach, FL",Classic Hip-Hop,FL,
17103,WJHO,89.70000000000002,"Alexander City, AL",Christian Contemporary,AL,
17104,WJHS,91.50000000000004,"Columbia City, IN",Adult Album Alternative,IN,
17105,WJHT,92.10000000000005,"Johnstown, PA",Top-40,PA,
17106,WJHV,95.1000000000001,"Fairbury, IL",Religious,IL,
17107,WJHW,89.50000000000001,"Mayodan, NC",Gospel Music,NC,
17108,WJIA,88.5,"Guntersville, AL",Christian Contemporary,AL,
17109,WJIE,88.5,"Okolona, KY",Christian Contemporary,KY,
17110,WJIF,91.90000000000005,"Opp, AL",Religious,AL,
17111,WJIG,88.1,"Bruceton, TN",Unknown Format,TN,
17112,WJIH,95.9000000000001,"Oneonta, NY",Religious,NY,
17113,WJIK,89.30000000000001,"Fulton, AL",Religious,AL,
17114,WJIM,97.50000000000013,"Lansing, MI",Top-40,MI,
17115,WJIS,88.1,"Bradenton, FL",Religious,FL,
17116,WJIV,101.90000000000019,"Cherry Valley, NY",Religious,NY,
17117,WJIZ,96.30000000000011,"Albany, GA",Hip-Hop,GA,
17118,WJJB,96.30000000000011,"Gray, ME",Sports,ME,
17119,WJJD,101.30000000000018,"Kokomo, IN",Religious,IN,
17120,WJJE,89.10000000000001,"Delaware, OH",Religious,OH,
17121,WJJF,94.90000000000009,"Montauk, NY",News/Talk,NY,
17122,WJJH,96.70000000000012,"Ashland, WI",Classic Rock,WI,
17123,WJJJ,88.1,"Beckley, WV",Gospel Music,WV,
17124,WJJK,104.50000000000023,"Noblesville, IN",Classic Hits,IN,
17125,WJJL,90.70000000000003,"Carbon Hill, AL",Religious,AL,
17126,WJJM,94.30000000000008,"Lewisburg, TN",Country,TN,
17127,WJJN,92.10000000000005,"Columbia, AL",Hip-Hop,AL,
17128,WJJO,94.10000000000008,"Watertown, WI",Rock,WI,
17129,WJJQ,92.50000000000006,"Tomahawk, WI",Adult Contemporary,WI,
17130,WJJR,98.10000000000014,"Rutland, VT",Adult Contemporary,VT,
17131,WJJS,93.50000000000007,"Salem, VA",Top-40,VA,
17132,WJJW,91.10000000000004,"North Adams, MA",College,MA,
17133,WJJX,102.7000000000002,"Appomattox, VA",Top-40,VA,
17134,WJJY,106.70000000000026,"Brainerd, MN",Adult Contemporary,MN,
17135,WJJZ,94.50000000000009,"Irasburg, VT",Country,VT,
17136,WJKA,90.10000000000002,"Jacksonville, NC",Religious,NC,
17137,WJKC,95.1000000000001,"Christiansted, VI",Caribbean,VI,
17138,WJKD,99.70000000000016,"Vero Beach, FL",Adult Hits,FL,
17139,WJKE,101.30000000000018,"Stillwater, NY",Christian Contemporary,NY,
17140,WJKG,105.50000000000024,"Altamont, IL",Adult Hits,IL,
17141,WJKI,103.50000000000021,"Bethany Beach, DE",Classic Rock,DE,
17142,WJKK,98.70000000000014,"Vicksburg, MS",Adult Contemporary,MS,
17143,WJKL,105.70000000000024,"San Juan, PR",Christian Contemporary,PR,
17144,WJKN,89.30000000000001,"Spring Arbor, MI",Christian Contemporary,MI,
17145,WJKR,103.90000000000022,"Worthington, OH",Country,OH,
17146,WJKS,104.30000000000022,"Keeseville, NY",Country,NY,
17147,WJKV,90.90000000000003,"Jacksonville, FL",Christian Contemporary,FL,
17148,WJKW,95.9000000000001,"Athens, OH",Christian Contemporary,OH,
17149,WJKX,102.5000000000002,"Ellisville, MS",Urban Contemporary,MS,
17150,WJLB,97.90000000000013,"Detroit, MI",Hip-Hop,MI,
17151,WJLE,101.70000000000019,"Smithville, TN",Country,TN,
17152,WJLF,91.70000000000005,"Gainesville, FL",Religious,FL,
17153,WJLH,90.30000000000003,"Flagler Beach, FL",Religious,FL,
17154,WJLI,98.30000000000014,"Metropolis, IL",Classic Rock,IL,
17155,WJLJ,103.10000000000021,"Etowah, TN",Christian Contemporary,TN,
17156,WJLK,94.30000000000008,"Asbury Park, NJ",Hot AC,NJ,
17157,WJLL,100.50000000000017,"Memphis, TN",Variety,TN,
17158,WJLM,96.90000000000012,"Altoona, WI",Religious,WI,
17159,WJLN,88.7,"White Springs, FL",Gospel Music,FL,
17160,WJLR,91.50000000000004,"Seymour, IN",Christian Contemporary,IN,
17161,WJLS,99.50000000000016,"Beckley, WV",Country,WV,
17162,WJLT,105.30000000000024,"Evansville, IN",Adult Contemporary,IN,
17163,WJLU,89.70000000000002,"New Smyrna Beach, FL",Religious,FL,
17164,WJLV,94.70000000000009,"Jackson, MS",Christian Contemporary,MS,
17165,WJLY,88.3,"Ramsey, IL",Religious,IL,
17166,WJLZ,88.5,"Virginia Beach, VA",Christian Contemporary,VA,
17167,WJMA,103.10000000000021,"Culpeper, VA",Country,VA,
17168,WJMC,96.10000000000011,"Rice Lake, WI",Country,WI,
17169,WJMD,104.70000000000023,"Hazard, KY",Gospel Music,KY,
17170,WJMF,88.7,"Smithfield, RI",Classical,RI,
17171,WJMG,92.10000000000005,"Hattiesburg, MS",Urban Contemporary,MS,
17172,WJMH,102.1000000000002,"Reidsville, NC",Hip-Hop,NC,
17173,WJMI,99.70000000000016,"Jackson, MS",Hip-Hop,MS,
17174,WJMJ,88.9,"Hartford, CT",Religious,CT,
17175,WJML,106.30000000000025,"Thompsonville, MI",Unknown Format,MI,
17176,WJMM,99.10000000000015,"Keene, KY",Religious,KY,
17177,WJMN,94.50000000000009,"Boston, MA",Hip-Hop,MA,
17178,WJMQ,92.30000000000005,"Clintonville, WI",Country,WI,
17179,WJMR,98.30000000000014,"Menomonee Falls, WI",Urban Contemporary,WI,
17180,WJMU,89.50000000000001,"Decatur, IL",Alternative,IL,
17181,WJMX,103.30000000000021,"Cheraw, SC",Top-40,SC,
17182,WJMZ,107.30000000000027,"Anderson, SC",Urban Contemporary,SC,
17183,WJNA,96.70000000000012,"Westminster, SC",Religious,SC,
17184,WJNF,91.70000000000005,"Dalton, MA",Religious,MA,
17185,WJNG,100.50000000000017,"Johnsonburg, PA",Classic Rock,PA,
17186,WJNH,91.10000000000004,"Conway, NH",Religious,NH,
17187,WJNI,106.30000000000025,"Ladson, SC",Gospel Music,SC,
17188,WJNN,104.10000000000022,"Fallsburg, NY",Religious,NY,
17189,WJNR,101.50000000000018,"Iron Mountain, MI",Country,MI,
17190,WJNS,92.10000000000005,"Bentonia, MS",Religious,MS,
17191,WJNU,97.50000000000013,"Cookeville, TN",Religious,TN,
17192,WJNV,99.10000000000015,"Jonesville, VA",Country,VA,
17193,WJNX,106.10000000000025,"Okeechobee, FL",Regional Mexican,FL,
17194,WJNY,90.90000000000003,"Watertown, NY",Classical,NY,
17195,WJOB,93.30000000000007,"Susquehanna, PA",Hip-Hop,PA,
17196,WJOD,103.30000000000021,"Asbury, IA",Country,IA,
17197,WJOE,103.90000000000022,"Vienna, WV",Gospel Music,WV,
17198,WJOF,97.90000000000013,"Liberty, NC",Religious,NC,
17199,WJOG,91.30000000000004,"Good Hart, MI",Christian Contemporary,MI,
17200,WJOH,91.50000000000004,"Raco, MI",Christian Contemporary,MI,
17201,WJOJ,89.70000000000002,"Rust Township, MI",Christian Contemporary,MI,
17202,WJOM,88.5,"Eagle, MI",Christian Contemporary,MI,
17203,WJOP,96.30000000000011,"Newburyport, MA",Variety,MA,
17204,WJOR,95.5000000000001,"Whitesville, KY",Religious,KY,
17205,WJOT,105.90000000000025,"Wabash, IN",Oldies,IN,
17206,WJOU,90.10000000000002,"Huntsville, AL",Gospel Music,AL,
17207,WJOX,94.50000000000009,"Birmingham, AL",Sports,AL,
17208,WJPA,95.3000000000001,"Washington, PA",Classic Hits,PA,
17209,WJPD,92.30000000000005,"Ishpeming, MI",Country,MI,
17210,WJPG,88.1,"Cape May Court House, NJ",Gospel Music,NJ,
17211,WJPH,89.90000000000002,"Woodbine, NJ",Gospel Music,NJ,
17212,WJPL,92.10000000000005,"Barre, VT",Religious,VT,
17213,WJPN,106.30000000000025,"Prince William, VA",Religious,VA,
17214,WJPP,100.10000000000016,"Palm City, FL",Religious,FL,
17215,WJPR,91.70000000000005,"Jasper, IN",Grade School (K-12),IN,
17216,WJPS,107.10000000000026,"Boonville, IN",Classic Hits,IN,
17217,WJPT,106.30000000000025,"Fort Myers, FL",Adult Contemporary,FL,
17218,WJPV,107.90000000000028,"Gainesville, GA",Spanish Christian,GA,
17219,WJPZ,89.10000000000001,"Syracuse, NY",Top-40,NY,
17220,WJQJ,98.30000000000014,"Gatlinburg, TN",Christian Contemporary,TN,
